"Location","Currency","Price","Property.Type","Size_Type","Size_Value","Size_Unit","Furnishing"
"Bangsar, Kuala Lumpur","RM",1.2e+07,"Bungalow","Land area  ",11500,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1780000,"Serviced Residence","Built-up  ",728,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",2300000,"Serviced Residence","Built-up  ",1023,"sq. ft.","Partly Furnished"
"Sungai Besi, Kuala Lumpur","RM",1600000,"3-sty Terrace/Link House (EndLot)","Land area  ",10,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",8e+05,"Serviced Residence (Corner)","Built-up  ",1055,"sq. ft.","Fully Furnished"
"Sentul, Kuala Lumpur","RM",320000,"Serviced Residence (Corner)","Land area  ",646,"sq. ft.","Unfurnished"
"Bukit Bintang, Kuala Lumpur","RM",6e+06,"Serviced Residence (Corner)","Built-up  ",4157,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1250000,"Serviced Residence (EndLot)","Built-up  ",1378,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1850000,"Condominium (Intermediate)","Built-up  ",1830,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",2400000,"Serviced Residence","Built-up  ",1006,"sq. ft.","Partly Furnished"
"Wangsa Maju, Kuala Lumpur","RM",1613300,"Condominium","Built-up  ",2336,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",2440000,"Serviced Residence (Corner)","Built-up  ",1023,"sq. ft.","Fully Furnished"
"Damansara Heights, Kuala Lumpur","RM",5e+06,"Bungalow (Corner)","Land area  ",7700,"sq. ft.","Partly Furnished"
"Sri Hartamas, Kuala Lumpur","RM",7300000,"Bungalow (Corner)","Land area  ",7300,"sq. ft.","Partly Furnished"
"KL Sentral, Kuala Lumpur","RM",783990,"Serviced Residence","Built-up  ",650,"sq. ft.","Partly Furnished"
"Chan Sow Lin, Kuala Lumpur","RM",569200,"Serviced Residence","Built-up  ",888,"sq. ft.","Unfurnished"
"Cheras, Kuala Lumpur","RM",439600,"Condominium (Intermediate)","Land area  ",850,"sq. ft.","Partly Furnished"
"Taman Tun Dr Ismail, Kuala Lumpur","RM",1150000,"Condominium (Corner)","Built-up  ",1560,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",425000,"Condominium (Intermediate)","Land area  ",1087,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1e+07,"Condominium (Corner)","Built-up  ",6913,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1800000,"Condominium (Corner)","Built-up  ",2243,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",439600,"Condominium","Land area  ",850,"sq. ft.","Partly Furnished"
"Jalan Kuching, Kuala Lumpur","RM",580000,"Condominium (Corner)","Built-up  ",1590,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",618000,"Serviced Residence (Intermediate)","Land area  ",650,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1518000,"Condominium (Corner)","Built-up  ",2648,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2220000,"Condominium","Built-up  ",2973,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",3600000,"Serviced Residence (Corner)","Built-up  ",3897,"sq. ft.","Fully Furnished"
"Taman Tun Dr Ismail, Kuala Lumpur","RM",3100000,"Semi-detached House","Land area  ",3600,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4900000,"Bungalow (Intermediate)","Land area  ",11676,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1950000,"Condominium","Built-up  ",2535,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",3600000,"Serviced Residence (Corner)","Built-up  ",3897,"sq. ft.","Partly Furnished"
"Sungai Besi, Kuala Lumpur","RM",6e+05,"Serviced Residence (Intermediate)","Land area  ",1025,"sq. ft.","Partly Furnished"
"City Centre, Kuala Lumpur","RM",4130000,"Condominium (Corner)","Built-up  ",3713,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1780000,"Condominium","Built-up  ",1232,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",6380000,"Condominium (Corner)","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6900000,"Condominium (Corner)","Built-up  ",4945,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",660000,"Condominium (Corner)","Land area  ",992,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",3125000,"Serviced Residence (Intermediate)","Built-up  ",1421,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",2480000,"Serviced Residence (Intermediate)","Built-up  ",1023,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",4e+06,"Semi-detached House (Intermediate)","Land area  ",3700,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1050000,"Serviced Residence (Corner)","Built-up  ",1313,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1833000,"Serviced Residence","Built-up  ",925,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",2999000,"Serviced Residence (EndLot)","Built-up  ",2066,"sq. ft.","Fully Furnished"
"Bukit Jalil, Kuala Lumpur","RM",638000,"Serviced Residence (Intermediate)","Built-up  ",721,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6842500,"Condominium","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8476050,"Condominium","Built-up  ",5137,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1415000,"Condominium","Built-up  ",1496,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1380000,"Serviced Residence (Corner)","Built-up  ",1701,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",8280000,"Condominium (Corner)","Built-up  ",5137,"sq. ft.","Partly Furnished"
"Taman Desa, Kuala Lumpur","RM",3690000,"Semi-detached House","Land area  ",3658,"sq. ft.","Unfurnished"
"Sri Petaling, Kuala Lumpur","RM",950000,"2-sty Terrace/Link House (Intermediate)","Land area  ",1650,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",4e+06,"Bungalow (Intermediate)","Land area  ",5337,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",9960000,"Condominium","Built-up  ",6913,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6660000,"Condominium (Corner)","Built-up  ",4771,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6300000,"Condominium","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Taman Desa, Kuala Lumpur","RM",628000,"Condominium (Intermediate)","Built-up  ",1150,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1590000,"Condominium","Built-up  ",1878,"sq. ft.","Partly Furnished"
"Setapak, Kuala Lumpur","RM",428000,"Serviced Residence","Built-up  ",918,"sq. ft.","Partly Furnished"
"Sungai Besi, Kuala Lumpur","RM",2250000,"3-sty Terrace/Link House (Corner)","Land area  ",40,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7500000,"Condominium","Built-up  ",4025,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1450000,"Condominium","Built-up  ",867,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",2600000,"Condominium (Corner)","Built-up  ",3478,"sq. ft.","Partly Furnished"
"Taman Tun Dr Ismail, Kuala Lumpur","RM",2750000,"Serviced Residence","Built-up  ",2426,"sq. ft.","Partly Furnished"
"Seputeh, Kuala Lumpur","RM",5500000,"Bungalow (Intermediate)","Land area  ",5446,"sq. ft.","Fully Furnished"
"Setapak, Kuala Lumpur","RM",428000,"Serviced Residence","Built-up  ",918,"sq. ft.","Unfurnished"
"Bukit Tunku (Kenny Hills), Kuala Lumpur","RM",14800000,"Bungalow (Corner)","Land area  ",12000,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",2.8e+07,"Bungalow","Land area  ",26000,"sq. ft.","Partly Furnished"
"Sentul, Kuala Lumpur","RM",770000,"Condominium","Built-up  ",1186,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",3600000,"Bungalow","Land area  ",5000,"sq. ft.","Unfurnished"
"KLCC, Kuala Lumpur","RM",1200000,"Condominium (Intermediate)","Built-up  ",976,"sq. ft.","Partly Furnished"
"Segambut, Kuala Lumpur","RM",720000,"Condominium (Corner)","Built-up  ",1577,"sq. ft.","Fully Furnished"
"Bukit Jalil, Kuala Lumpur","RM",1150000,"Condominium (Corner)","Built-up  ",1772,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",928000,"Condominium (Corner)","Built-up  ",1513,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1350000,"Serviced Residence","Built-up  ",900,"sq. ft.","Fully Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",360000,"Condominium (Intermediate)","Built-up  ",1088,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1865000,"Condominium (Corner)","Built-up  ",2535,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1308000,"Condominium (Corner)","Built-up  ",753,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",1760000,"Condominium (Corner)","Built-up  ",1159,"sq. ft.","Fully Furnished"
"Sungai Besi, Kuala Lumpur","RM",568000,"Condominium (Corner)","Built-up  ",904,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1020000,"Serviced Residence (Corner)","Built-up  ",813,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",2400000,"Serviced Residence (Corner)","Built-up  ",1103,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",1099000,"Serviced Residence","Built-up  ",833,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",1550000,"Serviced Residence (Corner)","Land area  ",910,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1420000,"Condominium","Built-up  ",1496,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",2550000,"Condominium","Built-up  ",2973,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",980000,"Condominium (Corner)","Built-up  ",1513,"sq. ft.","Fully Furnished"
"Damansara Heights, Kuala Lumpur","RM",2650000,"Serviced Residence","Built-up  ",2077,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",3364000,"Serviced Residence (Intermediate)","Built-up  ",1399,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",1420000,"Condominium (Corner)","Built-up  ",976,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",2889000,"Serviced Residence (Intermediate)","Built-up  ",1163,"sq. ft.","Fully Furnished"
"City Centre, Kuala Lumpur","RM",1080000,"Condominium (Intermediate)","Built-up  ",1411,"sq. ft.","Partly Furnished"
"City Centre, Kuala Lumpur","RM",916000,"Condominium","Built-up  ",1119,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",2500000,"Semi-detached House","Built-up  ",3833,"sq. ft.","Partly Furnished"
"Sungai Besi, Kuala Lumpur","RM",2200000,"Semi-detached House (Intermediate)","Land area  ",3282,"sq. ft.","Partly Furnished"
"Ampang, Kuala Lumpur","RM",3600000,"Bungalow (Intermediate)","Land area  ",9670,"sq. ft.","Unfurnished"
"Taman Tun Dr Ismail, Kuala Lumpur","RM",5e+06,"Bungalow","Land area  ",6000,"sq. ft.","Fully Furnished"
"KL Sentral, Kuala Lumpur","RM",2434900,"Serviced Residence","Land area  ",1873,"sq. ft.","Unfurnished"
"Damansara Heights, Kuala Lumpur","RM",1600000,"Serviced Residence","Built-up  ",1152,"sq. ft.","Partly Furnished"
"Taman Melawati, Kuala Lumpur","RM",2e+06,"Semi-detached House (Intermediate)","Land area  ",3200,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",535000,"Serviced Residence (Intermediate)","Built-up  ",762,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1200000,"Serviced Residence","Built-up  ",1335,"sq. ft.","Fully Furnished"
"KL Sentral, Kuala Lumpur","RM",2550000,"Serviced Residence (Corner)","Built-up  ",1830,"sq. ft.","Partly Furnished"
"Ampang, Kuala Lumpur","RM",1480000,"Condominium (Intermediate)","Built-up  ",1876,"sq. ft.","Fully Furnished"
"Sungai Besi, Kuala Lumpur","RM",1348000,"3-sty Terrace/Link House (Intermediate)","Built-up  ",3216,"sq. ft.","Unfurnished"
"Mont Kiara, Kuala Lumpur","RM",618000,"Serviced Residence (Intermediate)","Built-up  ",462,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1590000,"Condominium","Built-up  ",2201,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1700000,"Condominium","Built-up  ",1496,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1950000,"Condominium","Built-up  ",1830,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",2300000,"Serviced Residence (Corner)","Built-up  ",1023,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1250000,"Serviced Residence (Corner)","Built-up  ",1335,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",3166000,"Serviced Residence (Intermediate)","Built-up  ",1423,"sq. ft.","Fully Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",370000,"Serviced Residence (Intermediate)","Built-up  ",950,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1e+06,"Condominium (EndLot)","Built-up  ",751,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",7400000,"Condominium","Built-up  ",5137,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",12800000,"Bungalow (Intermediate)","Land area  ",8000,"sq. ft.","Fully Furnished"
"Damansara Heights, Kuala Lumpur","RM",4500000,"Bungalow","Land area  ",2970,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6800000,"Bungalow","Land area  ",7416,"sq. ft.","Partly Furnished"
"KL Eco City, Kuala Lumpur","RM",1288972,"Condominium","Built-up  ",1076,"sq. ft.","Fully Furnished"
"KL Sentral, Kuala Lumpur","RM",3700000,"Serviced Residence","Built-up  ",1738,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",410000,"Condominium (Corner)","Built-up  ",885,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",3360000,"Serviced Residence","Built-up  ",1421,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",1770000,"Serviced Residence","Built-up  ",1152,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1860000,"Condominium (Corner)","Built-up  ",2070,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1450000,"Serviced Residence (Corner)","Built-up  ",1050,"sq. ft.","Fully Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",1080000,"Condominium (Intermediate)","Built-up  ",1875,"sq. ft.","Partly Furnished"
"Pantai, Kuala Lumpur","RM",570000,"Condominium (Corner)","Land area  ",1200,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1880000,"Condominium","Built-up  ",2243,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1685000,"Condominium","Built-up  ",2038,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",550000,"Condominium (Intermediate)","Built-up  ",1073,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",2500000,"Serviced Residence","Built-up  ",1023,"sq. ft.","Partly Furnished"
"Bukit Bintang, Kuala Lumpur","RM",2044800,"Serviced Residence","Built-up  ",912,"sq. ft.","Fully Furnished"
"Bukit Jalil, Kuala Lumpur","RM",1250000,"Condominium","Built-up  ",1700,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",4950000,"Serviced Residence (Penthouse)","Built-up  ",3300,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",2340000,"Condominium","Land area  ",0,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1698000,"Condominium","Land area  ",0,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1420000,"Condominium","Built-up  ",1496,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",928000,"Condominium (EndLot)","Built-up  ",1523,"sq. ft.","Unfurnished"
"Bukit Jalil, Kuala Lumpur","RM",565000,"Condominium","Built-up  ",1100,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",1550000,"Condominium (Corner)","Built-up  ",2638,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",3200000,"Semi-detached House (EndLot)","Land area  ",3670,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",670000,"Serviced Residence","Built-up  ",907,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",1e+06,"Condominium","Built-up  ",657,"sq. ft.","Partly Furnished"
"City Centre, Kuala Lumpur","RM",5999000,"Condominium (Duplex)","Built-up  ",3289,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",2230000,"Condominium","Built-up  ",2973,"sq. ft.","Partly Furnished"
"City Centre, Kuala Lumpur","RM",830000,"Condominium (Intermediate)","Built-up  ",1072,"sq. ft.","Fully Furnished"
"City Centre, Kuala Lumpur","RM",1100000,"Condominium (Intermediate)","Built-up  ",2111,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",8300000,"Bungalow (Intermediate)","Land area  ",6103,"sq. ft.","Partly Furnished"
"Sri Hartamas, Kuala Lumpur","RM",3450000,"Bungalow (Intermediate)","Land area  ",5200,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",4756000,"Condominium (Corner)","Built-up  ",1399,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1780000,"Serviced Residence (Corner)","Built-up  ",1523,"sq. ft.","Partly Furnished"
"Sentul, Kuala Lumpur","RM",375000,"Serviced Residence","Built-up  ",743,"sq. ft.","Unfurnished"
"Bangsar South, Kuala Lumpur","RM",380000,"Apartment","Built-up  ",452,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",970000,"Serviced Residence (Intermediate)","Built-up  ",603,"sq. ft.","Fully Furnished"
"Bukit Jalil, Kuala Lumpur","RM",9e+05,"Condominium (Corner)","Built-up  ",1513,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",4250000,"Serviced Residence","Built-up  ",3300,"sq. ft.","Fully Furnished"
"Desa ParkCity, Kuala Lumpur","RM",2300000,"Condominium (Corner)","Built-up  ",2454,"sq. ft.","Partly Furnished"
"Setapak, Kuala Lumpur","RM",520000,"Condominium (Corner)","Built-up  ",1450,"sq. ft.","Partly Furnished"
"KL City, Kuala Lumpur","RM",1420000,"Serviced Residence (Corner)","Built-up  ",1582,"sq. ft.","Fully Furnished"
"KL Sentral, Kuala Lumpur","RM",1065140,"Serviced Residence (Corner)","Built-up  ",1025,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1299000,"Serviced Residence (Corner)","Built-up  ",900,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",7600000,"Condominium (Corner)","Built-up  ",4771,"sq. ft.","Unfurnished"
"Mont Kiara, Kuala Lumpur","RM",2390000,"Condominium","Built-up  ",3043,"sq. ft.","Unfurnished"
"Bukit Jalil, Kuala Lumpur","RM",850000,"Condominium","Built-up  ",1335,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",14500000,"Bungalow","Land area  ",8600,"sq. ft.","Fully Furnished"
"KL Sentral, Kuala Lumpur","RM",4718680,"Serviced Residence (Penthouse)","Built-up  ",3143,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",14800000,"Bungalow (Intermediate)","Land area  ",6507,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",9900000,"Bungalow (Corner)","Land area  ",8700,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5e+06,"Semi-detached House","Land area  ",4800,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1850000,"Condominium","Built-up  ",2020,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",3360000,"Serviced Residence (Intermediate)","Built-up  ",1572,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1e+06,"Serviced Residence","Built-up  ",811,"sq. ft.","Fully Furnished"
"Bukit Bintang, Kuala Lumpur","RM",1e+06,"Serviced Residence","Built-up  ",1012,"sq. ft.","Fully Furnished"
"Taman Desa, Kuala Lumpur","RM",3700000,"Semi-detached House (Intermediate)","Land area  ",3040,"sq. ft.","Partly Furnished"
"Taman Desa, Kuala Lumpur","RM",4200000,"Bungalow (Intermediate)","Land area  ",1615,"sq. ft.","Unfurnished"
"Bangsar, Kuala Lumpur","RM",1.8e+07,"Bungalow (Intermediate)","Land area  ",15000,"sq. ft.","Partly Furnished"
"Taman Desa, Kuala Lumpur","RM",2688888,"Condominium","Built-up  ",4069,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",8200000,"Condominium (Corner)","Built-up  ",4945,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",6300000,"Condominium","Built-up  ",8000,"sq. ft.","Partly Furnished"
"Taman Desa, Kuala Lumpur","RM",5500000,"Bungalow (Intermediate)","Land area  ",7100,"sq. ft.","Unfurnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",550000,"Serviced Residence (Intermediate)","Built-up  ",775,"sq. ft.","Fully Furnished"
"Taman Desa, Kuala Lumpur","RM",3688000,"4.5-sty Terrace/Link House (Intermediate)","Land area  ",1367,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1e+06,"Serviced Residence (Intermediate)","Built-up  ",849,"sq. ft.","Fully Furnished"
"City Centre, Kuala Lumpur","RM",1730000,"Serviced Residence (Corner)","Built-up  ",1442,"sq. ft.","Fully Furnished"
"Bukit Tunku (Kenny Hills), Kuala Lumpur","RM",5500000,"Condominium (Penthouse)","Built-up  ",6900,"sq. ft.","Partly Furnished"
"Sungai Besi, Kuala Lumpur","RM",630000,"Serviced Residence","Built-up  ",1025,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",9e+05,"Serviced Residence","Built-up  ",1170,"sq. ft.","Partly Furnished"
"Sungai Besi, Kuala Lumpur","RM",8e+05,"Serviced Residence","Built-up  ",1430,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",9e+06,"Bungalow (Intermediate)","Land area  ",8000,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",9600000,"Bungalow (Corner)","Land area  ",7600,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",1750000,"Condominium (Corner)","Built-up  ",2700,"sq. ft.","Partly Furnished"
